id,specz1,photoz1,ra1,dec1,vote1
476,0.0548994,0.0697928,130.79588,45.18362,0.464752
477,0.0628032,0.019939,117.80962,34.418198,0.435285
478,0.061224,0.141232,122.65715,39.435593,0.538535
479,0.0624785,0.110247,148.86211,54.802498,0.468145
480,0.0261685,0.0160991,123.30764,40.417953,0.427323
481,0.0495756,0.10139,142.91611,53.008835,0.50345
482,0.0725953,0.101408,140.30235,52.319244,0.56271
483,0.0879908,0.0820675,150.22784,-0.31058767,0.580692
484,0.0956028,0.0868682,162.60565,-0.33643413,0.722295
485,0.0943799,0.195818,161.28786,0.075926758,0.710199
486,0.0464164,0.0483134,149.37022,0.5881784,0.459468
487,0.0263026,0.0661853,161.26501,0.4343898,0.790076
488,0.07274,0.130973,161.26276,0.53781259,0.823187
489,0.0327968,0.14328,166.80516,65.101837,0.779841
490,0.0857243,0.0439823,186.45265,66.239548,0.401634
491,0.0773489,0.182915,193.16052,3.9277105,0.828177
492,0.0235697,0.00140435,194.39037,3.9226372,0.401786
493,0.0811029,0.067205,200.72592,3.8318295,0.552585
494,0.0779234,0.509439,205.64001,3.6584361,0.454352
495,0.0234179,0.00136897,202.33434,4.1996961,0.613551
496,0.0952706,0.0945094,217.60533,3.7002845,0.46895
497,0.0273652,0.0556135,220.17848,3.4654226,0.415823
498,0.0819117,0.18279,229.44911,3.0144854,0.520674
499,0.0441505,0.0521067,196.31357,4.8761792,0.495455
500,0.0766827,0.0335998,196.73221,4.7270403,0.443473
501,0.0821215,0.0739483,203.10883,4.7431459,0.528202
502,0.0790511,0.0192032,207.56183,4.4537864,0.51916
503,0.0276547,0.024085,222.07898,3.8149724,0.682249
504,0.0920809,0.128908,226.62425,3.6981983,0.476066
505,0.0981872,0.0849335,232.37753,3.2856231,0.567078
506,0.0548653,0.0548768,238.79765,2.8936512,0.612686
507,0.0307991,0.0359305,239.94824,2.6900876,0.715512
508,0.0806246,0.0934106,214.49406,4.766408,0.51857
509,0.0983443,0.030468,214.89221,4.6396599,0.558544
510,0.0320237,0.0205315,223.90392,4.2052803,0.450729
511,0.0981043,0.115636,227.30603,3.92995,0.551943
512,0.0400201,0.0266445,227.50282,4.0381365,0.608912
513,0.0959555,0.120632,192.10451,5.6967082,0.493381
514,0.0795122,0.122942,206.69269,5.4115248,0.728236
515,0.081336,0.0777364,208.22037,5.358984,0.61883
516,0.0908437,0.139433,212.58737,5.2710905,0.55233
517,0.0607342,0.0612528,221.31496,4.8530841,0.415193
518,0.0454088,0.071928,238.60785,3.6880841,0.481386
519,0.0737785,0.083543,189.7348,6.1583862,0.403571
520,0.0732889,0.0460817,189.8183,6.087666,0.697397
521,0.0724185,0.083939,198.3492,5.9835358,0.461078
522,0.0754235,0.0461631,231.34627,57.969479,0.575313
523,0.0678599,0.0926636,235.39873,55.977749,0.526643
524,0.0467461,0.00211372,238.2861,54.147274,0.883018
525,0.0548276,0.133472,243.5621,50.505276,0.72926
526,0.0442613,0.0516119,226.62755,60.593201,0.789191
527,0.0335379,0.0233546,243.37575,51.059883,0.611492
528,0.0338019,0.023511,242.48349,52.46386,0.418521
529,0.0607781,0.0693149,242.8064,52.447018,0.401552
530,0.0453188,0.0290355,227.57373,61.219963,0.543815
531,0.0500694,0.0436088,236.86116,56.967937,0.553902
532,0.0819915,0.146636,248.54636,46.460747,0.427142
533,0.0838251,0.0813852,246.05055,49.484474,0.884532
534,0.057137,7.81E-04,247.45033,49.081436,0.831881
535,0.0348909,0.0902031,248.46782,47.995335,0.815631
536,0.0860349,0.079961,249.76793,47.438889,0.714309
537,0.0598818,0.0940182,172.23721,58.191986,0.513578
538,0.0316715,0.104446,181.75945,58.833126,0.452459
539,0.07149,0.122177,204.66826,57.312534,0.599986
540,0.0647733,0.12112,176.22691,58.478508,0.75554
541,0.0460339,0.0894607,152.50333,54.67218,0.508149
542,0.072357,0.148092,158.786,56.544125,0.531039
543,0.0542231,0.0683204,180.57709,59.12141,0.549951
544,0.0950221,0.102676,183.19774,59.189423,0.528375
545,0.0597226,0.0940886,183.6691,59.342701,0.417915
546,0.0566809,0.0734781,140.86955,50.79425,0.475941
547,0.0656622,0.0796869,178.08801,59.459507,0.633661
548,0.0724001,0.0603012,204.18784,58.320759,0.640562
549,0.0499467,0.0443444,170.62886,59.279083,0.517371
550,0.0756977,0.0969584,138.28542,50.505955,0.40612
551,0.0429695,0.0680496,146.99556,54.496281,0.703285
552,0.0814146,0.144305,169.22482,59.529682,0.771762
553,0.0471175,0.132691,182.1377,60.502014,0.403047
554,0.0721125,0.0894466,204.09944,59.080818,0.561869
555,0.0797664,0.0883538,129.38893,45.681843,0.40284
556,0.0285958,0.0356675,131.58401,47.15633,0.626963
557,0.0819392,0.0755962,136.16777,49.971054,0.59148
558,0.0862003,0.0938201,140.33424,52.219982,0.484647
559,0.0262472,0.0313512,154.9095,57.418587,0.407841
560,0.0809393,0.194611,165.18292,59.39048,0.565924
561,0.0602468,5.03E-05,184.33957,60.882702,0.807887
562,0.0856633,0.0832375,234.86655,52.997421,0.499896
563,0.0975511,0.0980193,255.59616,34.087036,0.41732
564,0.0970929,0.076825,255.68031,34.080418,0.573876
565,0.0962959,0.127662,255.7047,34.02581,0.426683
566,0.0858381,0.103095,255.93517,33.660671,0.515189
567,0.083532,0.210247,256.20755,33.412262,0.860494
568,0.0414563,7.98E-04,235.69344,53.318176,0.56399
569,0.082476,0.131971,244.76488,46.556805,0.680285
570,0.0387435,5.53E-04,251.33054,40.162453,0.692647
571,0.0630372,0.0102891,257.45499,32.299213,0.756632
572,0.0563774,0.151884,256.21228,34.817341,0.574499
573,0.0498121,0.10969,237.42075,53.259048,0.433747
574,0.0667998,0.105863,240.11922,51.643478,0.478364
575,0.0620072,0.0564451,252.06964,40.869259,0.609072
576,0.0970832,0.193468,256.37506,35.270824,0.487398
577,0.0283208,0.00126978,247.11655,41.220478,0.541487
578,0.0282665,0.0450074,247.44376,40.874859,0.476546
579,0.0288621,0.279819,247.49193,40.628544,0.715053
580,0.0576601,0.0640744,254.50316,32.897102,0.549644
581,0.0602306,0.0982909,246.21829,42.740295,0.491978
582,0.084584,0.0835372,254.30978,34.024048,0.88182
583,0.0849255,0.142527,254.95181,33.995834,0.661012
584,0.0823462,0.0843845,257.2944,31.026045,0.40634
585,0.0539389,0.0522288,257.56018,30.648546,0.696151
586,0.087184,0.0725126,255.63005,33.859722,0.519219
587,0.0914662,0.0927965,255.80864,33.511532,0.452294
588,0.0954612,0.0668879,233.74281,0.84768194,0.552173
589,0.0855159,0.1221,235.06757,0.88504332,0.564626
590,0.0777897,0.0789068,247.65314,40.131546,0.750252
591,0.0339016,0.0401148,256.2858,30.395714,0.567317
592,0.0963897,0.0922038,255.51436,33.645157,0.435257
593,0.0869894,0.203367,255.66815,33.521046,0.606983
594,0.0530492,0.160391,204.18175,-3.4991481,0.869861
595,0.0751607,0.0816734,207.26317,-3.4422617,0.511428
596,0.0476802,0.104341,203.2303,-3.0263488,0.447004
597,0.0363589,0.00121837,207.81346,-3.1367242,0.653653
598,0.025299,0.0336741,210.15819,-2.9063127,0.646146
599,0.0893286,0.0736128,206.55666,-2.6182375,0.402419
600,0.0925031,0.0933783,208.89273,-2.6663594,0.703914
601,0.0569257,0.12154,211.7793,-2.5809233,0.499283
602,0.0887595,0.0977158,202.17464,-2.3570473,0.858843
603,0.0911616,0.079274,203.46179,-1.9323055,0.541667
604,0.0889243,0.0692873,204.88667,-1.9300456,0.560431
605,0.0895408,0.145856,206.65044,-1.7179958,0.795603
606,0.073466,0.0942305,210.71915,-1.8143874,0.576574
607,0.0838039,0.137255,201.35632,-1.3720632,0.456061
608,0.091035,0.0339248,202.39996,-1.5360996,0.756575
609,0.075498,0.142085,210.63548,-1.2714268,0.590138
610,0.0250371,0.036698,211.38187,-1.3633065,0.514853
611,0.0852778,0.121294,200.95517,-1.5091243,0.410845
612,0.0787013,0.1068,201.063,-3.4166148,0.672027
613,0.075003,0.0756183,206.83182,-3.1628833,0.701841
614,0.0449228,0.099765,214.55598,-3.1210744,0.476418
615,0.0983228,0.122414,214.72528,-3.2001114,0.436457
616,0.0431423,0.0268959,218.50401,-3.0606518,0.852014
617,0.0820854,0.0864637,219.06447,-3.05229,0.44627
618,0.0596483,0.00279606,226.81403,-2.7438641,0.898874
619,0.0571256,0.0546314,218.56075,-2.6838126,0.447982
620,0.0122514,1.20E-04,201.71716,-2.576859,0.416696
621,0.0863715,0.120133,206.11189,-2.4042804,0.83398
622,0.0295184,0.0366723,217.9299,-2.2135577,0.434176
623,0.087877,0.124174,219.45901,-2.1516173,0.611087
624,0.0875488,0.141843,232.75432,-1.8078859,0.574003
625,0.0865782,0.13353,202.54303,-2.1050124,0.559622
626,0.0756835,0.141635,206.2652,-1.9281161,0.661509
627,0.0730082,0.231278,228.84415,-1.5117449,0.549351
628,0.0711137,0.133423,233.15662,-1.3976836,0.879969
629,0.0836377,0.0841724,202.79512,-1.7302587,0.479597
630,0.0804584,0.121189,203.95877,-1.6420981,0.431472
631,0.0580937,0.0364467,204.48734,-1.7149484,0.609423
632,0.0762419,0.116296,206.24292,-1.494769,0.585702
633,0.0751609,0.0325102,207.23209,-1.5739241,0.636134
634,0.0363097,0.997855,214.06508,-1.4646215,0.571463
635,0.029386,0.0273528,210.67897,-1.1981906,0.843602
636,0.0768379,0.0784989,213.80153,-1.1285456,0.568016
637,0.0361963,0.0211458,255.72685,34.177864,0.44524
638,0.0661047,0.0477158,261.01859,27.288803,0.692942
639,0.06752,0.0678348,258.47153,31.962181,0.502728
640,0.0570952,0.115172,221.38432,-2.7441909,0.728504
641,0.0936396,0.169442,233.29678,-2.3106873,0.654151
642,0.0628302,0.111074,229.6445,-1.6288275,0.484256
643,0.0304939,0.0402414,217.04178,-1.6768205,0.701641
644,0.042929,0.0917889,222.63988,-1.4855678,0.703201
645,0.0874721,0.118973,233.09535,-1.0806926,0.655791
646,0.0889522,0.112219,213.11327,5.5671148,0.620196
647,0.0682171,0.0716307,211.95386,6.0448966,0.439667
648,0.0796669,0.119311,212.79002,6.3007793,0.51626
649,0.0800158,0.10679,215.71855,6.0677457,0.533042
650,0.0840058,0.084391,211.96751,6.7975035,0.668302
651,0.062096,0.996183,220.24741,6.2310257,0.464354
652,0.0198678,0.0159119,212.25798,7.1399264,0.461594
653,0.0362119,0.0506771,243.08617,4.6007066,0.611534
654,0.092519,0.0387122,321.44928,9.8645191,0.512005
655,0.0292844,0.0181929,345.06772,12.971313,0.460123
656,0.0398108,0.127247,352.63303,13.904943,0.466484
657,0.091518,0.113252,0.084314786,14.18609,0.826388
658,0.0676114,0.0605888,333.97797,12.616693,0.420436
659,0.0812334,0.0400405,348.99481,14.093227,0.765336
660,0.00572765,7.78E-04,0.26499966,14.580183,0.586939
661,0.0891011,0.110213,318.53064,10.609555,0.628259
662,0.0359675,0.0248398,351.06934,14.66913,0.401401
663,0.0856943,0.120796,355.51804,14.898805,0.467327
664,0.0644817,0.0910006,318.51077,11.002173,0.706749
665,0.0986153,0.177005,322.29636,11.717506,0.429243
666,0.0823434,0.108381,338.81274,14.069101,0.645212
667,0.0836881,0.149789,339.36829,14.033428,0.665988
668,0.080759,0.0839505,345.57367,14.624272,0.492127
669,0.0963337,0.038436,346.87207,14.832569,0.768176
670,0.0939208,0.146547,329.77557,-9.2951899,0.636631
671,0.0827582,0.079157,331.03586,-9.5846281,0.451589
672,0.0768616,0.0778368,331.53186,-9.4645052,0.690179
673,0.0847445,0.0370925,335.40622,-9.5581055,0.445866
674,0.0655155,0.144264,336.81229,-9.6599369,0.564048
675,0.0981821,0.141838,344.54678,-10.09377,0.585607
676,0.084004,0.15256,332.46317,-8.7879343,0.615203
677,0.0852535,0.14419,335.51541,-9.0486307,0.439241
678,0.083732,0.110301,335.70334,-9.0373373,0.598806
679,0.0485133,0.0332418,348.06506,-9.9426918,0.545837
680,0.0908504,0.0651532,325.89957,-1.060858,0.72215
681,0.0784788,0.146344,309.7023,-0.2263504,0.472885
682,0.0852271,0.146652,315.17133,-0.280303,0.549259
683,0.0476098,0.113091,316.18698,-0.21580362,0.471464
684,0.0973546,0.374729,317.27435,-0.34738547,0.490129
685,0.0864033,0.185201,323.35364,-0.26747787,0.703457
686,0.0318334,0.0471121,319.18616,0.17291261,0.557732
687,0.0753561,0.0536357,326.59338,0.081156723,0.405907
688,0.0412638,0.0319676,324.57278,0.51841098,0.512366
689,0.0958098,0.0932004,316.51566,-0.94030631,0.448264
690,0.0600196,0.0276953,318.19925,-1.0451003,0.927783
691,0.0525453,0.114851,313.75873,-0.039962258,0.419817
692,0.0895244,0.0715728,332.6315,-0.84169233,0.47825
693,0.0851995,0.102941,5.395298,-0.99798793,0.51906
694,0.0596943,0.120751,6.7820282,-0.83914125,0.776727
695,0.0671739,0.0697964,7.0843415,-0.8588326,0.484194
696,0.0912329,0.153869,347.97653,-0.5790866,0.828807
697,0.0751803,0.336775,354.58795,-0.60755056,0.428963
698,0.069444,0.0274558,4.617053,-0.57010847,0.828001
699,0.0691221,0.0770841,4.6228566,-0.53921151,0.636545
700,0.088866,0.0466653,337.54706,-0.15438774,0.427745
701,0.0339891,0.0429952,351.25769,-3.97E-04,0.827067
702,0.0687459,0.107299,7.2285457,-0.073046438,0.631247
703,0.0628647,0.0576755,323.55118,0.41473183,0.480314
704,0.0497389,0.0770455,324.4151,0.38112432,0.43319
705,0.0842722,0.0942728,331.08014,0.34780475,0.549164
706,0.0261655,0.0473131,358.54199,0.38286215,0.613803
707,0.0182622,0.0180905,4.4807854,0.33523783,0.431814
708,0.070954,0.0640842,5.5362172,0.36680031,0.750538
709,0.0948785,0.129431,7.8445773,0.3637059,0.544082
710,0.0630463,0.0315551,13.117222,0.3760502,0.521346
711,0.0341058,0.019712,13.240838,0.36876091,0.416979
712,0.0616469,0.0328354,334.48264,0.7860685,0.410542
713,0.0965966,0.123357,337.29269,0.64935666,0.402621
714,0.0616944,0.0905038,338.41586,0.66979814,0.590315
715,0.0835929,0.0869168,359.99289,0.70240551,0.455293
716,0.0865503,0.151905,0.70445281,0.75133634,0.649749
717,0.0182583,0.056379,5.1146374,0.83355427,0.499077
718,0.0728205,0.0603775,5.7190609,0.76340169,0.469078
719,0.066577,0.0820783,13.977781,0.6580891,0.728798
720,0.0859524,0.0913075,323.41022,1.068671,0.704175
721,0.0607636,0.0901423,341.87799,1.1702015,0.501726
722,0.0654258,0.0847956,12.739087,1.1532127,0.480104
723,0.0756349,0.0767488,165.88977,54.777477,0.738602
724,0.0566375,0.196726,146.60431,50.418427,0.783049
725,0.0444314,0.0371032,151.41927,52.635017,0.604186
726,0.0646551,0.0294565,157.03398,54.315189,0.750728
727,0.0455706,0.0527316,159.17813,54.793232,0.932541
728,0.0476331,0.0278566,164.78673,55.953617,0.811317
729,0.0727629,0.0787472,162.33937,55.893566,0.836628
730,0.0623753,0.0769807,167.16779,56.791622,0.469407
731,0.0764236,0.115895,154.44571,54.639194,0.545621
732,0.0926503,0.0715755,20.592176,-0.99855274,0.499733
733,0.0853823,0.139335,37.176041,-0.84647477,0.465456
734,0.0381534,0.0301538,40.303883,-0.8769241,0.429426
735,0.0824671,0.111836,48.202038,-1.0053318,0.582787
736,0.0830029,0.211187,26.08947,-0.60918725,0.692223
737,0.0802463,0.209446,29.567308,-0.52251107,0.889466
738,0.0870346,0.112736,48.940395,-0.4969689,0.447638
739,0.0227347,5.21E-04,49.024868,-0.44014174,0.424901
740,0.0789898,0.0837213,15.845675,-0.20688729,0.605558
741,0.0929209,0.123402,18.485508,-0.19222695,0.588949
742,0.0898285,0.0397838,18.920321,-0.14057508,0.804898
743,0.0476421,0.0526177,29.137758,-0.17497596,0.560962
744,0.0731979,0.160331,35.759434,-0.14367296,0.752436
745,0.0596765,0.0680314,26.251877,0.23033696,0.424136
746,0.0827994,0.0860324,27.047396,0.33542639,0.454256
747,0.085915,0.0763821,53.055019,0.26298389,0.740007
748,0.071678,0.100867,25.850784,0.83590913,0.654754
749,0.0576775,0.0358997,26.701963,0.68575996,0.544108
750,0.0593377,0.101368,28.370514,0.83000737,0.878562
751,0.0481362,7.35E-04,16.662537,1.1506006,0.40977
752,0.0433376,0.00102924,24.278761,1.0535619,0.411947
753,0.0682891,0.0848784,38.992378,1.2581083,0.589096
754,0.0851044,0.143637,132.68947,40.178455,0.673774
755,0.0564643,0.0776659,132.73849,40.192913,0.914069
756,0.0615486,0.0340606,130.08762,38.924393,0.490357
757,0.0397904,0.0449772,138.98137,44.332783,0.922455
758,0.056184,0.0480476,145.54163,48.012867,0.591812
759,0.0643882,0.053412,117.35004,29.434587,0.420558
760,0.0912628,0.098994,117.86902,29.731272,0.657485
761,0.0861195,0.0552333,146.73456,49.354599,0.441859
762,0.0831383,0.0906727,132.18877,39.628147,0.518093
763,0.0894702,0.1434,133.72134,40.475277,0.640566
764,0.0894281,0.0240048,145.31827,46.653057,0.417689
765,0.0843596,0.123583,137.82649,43.462128,0.403628
766,0.078906,0.124241,120.4161,31.492937,0.416651
767,0.0982643,0.0964532,132.26198,40.676937,0.749939
768,0.0653371,0.2495,124.08691,35.31044,0.561611
769,0.0284147,0.157608,134.00778,42.273502,0.898711
770,0.0531347,0.0287068,122.58363,34.503632,0.50499
771,0.0828612,0.161958,124.88044,36.444981,0.738676
772,0.0988025,0.110461,128.91103,39.557026,0.760172
773,0.0939975,0.140755,129.97755,40.287766,0.423608
774,0.0693976,0.136493,130.54475,40.755939,0.712296
775,0.0262169,0.0809518,139.19052,45.812366,0.619778
776,0.0487267,0.0331514,173.39091,53.559334,0.428134
777,0.0595109,0.116897,176.75375,53.787697,0.566854
778,0.0604385,0.0685648,177.09746,53.828621,0.41307
779,0.096444,0.117795,170.1516,53.440914,0.504732
780,0.066184,0.0692627,177.87376,54.224892,0.55762
781,0.0646297,0.101695,181.38345,54.36121,0.603881
782,0.083752,0.0593759,187.64917,54.446861,0.75504
783,0.0599977,0.060512,152.88753,50.284866,0.718832
784,0.0746429,0.0593067,174.78912,54.417072,0.46951
785,0.0780102,0.0410066,179.77919,54.802502,0.433082
786,0.0524513,0.0290252,185.44263,54.892662,0.409894
787,0.0587252,0.0512497,175.74104,54.955231,0.829554
788,0.0429114,0.0012947,185.17113,55.388332,0.777195
789,0.0730828,0.0765942,156.53854,52.316574,0.571741
790,0.0721598,0.0496711,169.94711,54.815434,0.637729
791,0.0704056,0.144746,172.5619,55.177433,0.544135
792,0.0839838,0.0948603,172.91296,55.214607,0.411439
793,0.0571831,0.0542587,173.91669,55.1828,0.615877
794,0.0669421,0.0608653,175.45364,55.393551,0.446758
795,0.0666242,0.0741746,177.89366,55.545166,0.425508
796,0.0162547,0.00228738,151.67686,51.273319,0.41139
797,0.0637766,0.0780036,158.22174,53.113262,0.607094
798,0.0619163,0.0811552,174.95502,55.764626,0.448921
799,0.0519615,0.0952684,184.2621,56.141392,0.420194
800,0.0619755,0.330664,122.59345,35.103085,0.435139
801,0.0865034,0.501023,122.52331,35.165253,0.461169
802,0.0812203,0.107914,125.25518,37.711918,0.500679
803,0.0573003,0.0652227,127.93596,39.670582,0.534969
804,0.0290928,0.0435597,125.23717,38.633957,0.490901
805,0.0671096,0.0624273,124.10722,38.598053,0.5537
806,0.081668,0.0467177,124.49168,36.736076,0.85397
807,0.0922951,0.129713,114.52763,27.132523,0.536514
808,0.07712,0.145897,115.78593,28.551012,0.831154
809,0.0612279,0.0527681,118.60234,31.792761,0.45559
810,0.0984218,0.0848606,116.3909,30.047619,0.422938
811,0.0869113,0.0774166,135.00433,45.276814,0.480075
812,0.0555899,0.0696524,116.59724,31.021858,0.443677
813,0.0589359,0.103328,127.41867,40.957638,0.634395
814,0.0515634,0.0135842,133.92674,45.852142,0.559839
815,0.0700783,0.163779,163.85498,54.780972,0.500111
816,0.0209416,0.0178027,173.07832,55.928005,0.413726
817,0.0969099,0.0599707,174.73831,56.10334,0.421772
818,0.0663861,0.115681,175.52864,56.190155,0.478962
819,0.0641661,0.096744,182.23079,56.554115,0.436461
820,0.0528186,0.0366363,187.46025,56.574585,0.405056
821,0.0747425,0.0611864,167.35703,56.165798,0.433848
822,0.0855078,0.0704927,170.46117,56.534241,0.949692
823,0.094062,0.112405,174.13589,56.989716,0.48923
824,0.0884356,0.141015,189.10872,57.253521,0.521234
825,0.0760783,0.120638,162.9202,55.338959,0.485326
826,0.0928183,0.05014,169.63322,56.798481,0.488531
827,0.0775408,0.0774942,172.38315,57.091122,0.429344
828,0.0309566,0.0954372,176.91432,57.645256,0.521873
829,0.0314523,0.0256042,179.28419,57.779583,0.511386
830,0.0473959,0.0323609,182.36783,57.716228,0.519812
831,0.0640495,0.0380049,178.39912,58.125446,0.642592
832,0.0822592,0.0690945,182.06181,58.106983,0.710646
833,0.0933263,0.112563,142.62358,47.919991,0.422988
834,0.0304486,0.0319605,140.60542,47.244427,0.541189
835,0.0922125,0.223628,143.44868,48.649609,0.684236
836,0.0488385,0.0207676,138.08205,47.580048,0.695875
837,0.0712763,0.145146,160.40248,54.063541,0.586227
838,0.0957736,0.121503,152.36246,52.791767,0.73422
839,0.0741047,0.0782848,162.85507,55.27356,0.470946
840,0.0524358,0.0907401,138.66365,47.693428,0.687123
841,0.0271893,0.0677703,136.47707,47.179302,0.508675
842,0.0251353,0.0758116,149.2018,53.148289,0.63835
843,0.0762811,0.119589,131.31873,36.519371,0.734075
844,0.0947784,0.0646443,134.54559,38.566734,0.581658
845,0.0932583,0.178488,134.88271,38.798359,0.847317
846,0.0883367,0.224557,134.55731,38.942204,0.685466
847,0.0833909,0.14246,134.70792,39.028782,0.770647
848,0.0959128,0.115748,135.02151,39.331196,0.416639
849,0.0209428,0.0335613,127.22636,34.651657,0.85506
850,0.0624422,0.0546811,127.45762,34.764023,0.562768
851,0.0285161,0.063514,134.68855,39.509033,0.521932
852,0.0834343,0.11708,114.46272,23.946413,0.596901
853,0.0390809,0.0276194,127.82274,35.774113,0.600129
854,0.0270847,0.00111597,129.56625,36.843155,0.495737
855,0.0872993,0.120873,134.95621,40.355946,0.466075
856,0.0462921,0.049658,120.16156,30.098131,0.453486
857,0.0784634,0.0864932,122.45352,31.95071,0.411101
858,0.0393985,0.148118,136.6693,41.810604,0.495227
859,0.0298296,0.00196359,180.82262,51.401394,0.62295
860,0.0811036,0.00210768,172.77965,51.396366,0.58654
861,0.0654358,0.123833,178.29691,51.873505,0.517173
862,0.0487204,0.0792863,180.89296,51.803497,0.669259
863,0.038273,0.0608829,195.92079,51.496845,0.505327
864,0.0229075,0.00248684,156.33408,48.801949,0.607532
865,0.0989507,0.0681812,159.83167,49.638645,0.629184
866,0.0546874,0.146113,173.47404,51.829464,0.450865
867,0.081579,0.0769375,184.13509,52.818897,0.849242
868,0.0601619,0.0275209,188.04614,52.697964,0.445792
869,0.0663701,0.131844,151.82843,48.376907,0.769472
870,0.0543566,0.0866714,154.83791,49.11755,0.48013
871,0.0615431,0.152099,179.45721,53.074436,0.517291
872,0.064899,0.107388,151.69322,48.63065,0.812122
873,0.0960486,0.999215,178.17015,53.541149,0.466658
874,0.0969898,0.128555,135.41782,37.402874,0.430313
875,0.0475454,0.119351,136.4473,37.793961,0.569086
876,0.0725116,0.0847589,143.91261,41.525154,0.734171
877,0.082604,0.0483272,115.45766,22.666521,0.798042
878,0.0915055,0.066572,134.76178,37.432007,0.465109
879,0.091941,0.0927421,139.49498,40.007099,0.703588
880,0.0742023,0.115616,148.4913,43.970131,0.414773
881,0.0613505,0.0852915,134.26761,37.575649,0.537616
882,0.0853928,0.116883,149.77843,44.796085,0.861198
883,0.0803088,0.999015,154.56282,46.439976,0.616768
884,0.0240257,0.00157064,139.46693,40.965664,0.517726
885,0.0235045,2.17E-04,149.96829,45.283085,0.51182
886,0.0610116,0.00106751,118.34624,24.550154,0.507161
887,0.0819803,0.0323311,115.76736,22.776218,0.653194
888,0.0990576,0.127156,119.90745,26.958212,0.45592
889,0.0975325,0.150752,119.81676,27.149359,0.474658
890,0.0686274,0.0340122,120.0006,27.150024,0.836981
891,0.063661,0.129625,126.06869,30.483055,0.422754
892,0.0697326,0.0898668,129.71815,33.207405,0.938003
893,0.0479792,0.0142008,123.0014,29.396076,0.426654
894,0.0677325,0.0656497,118.59589,26.262474,0.403944
895,0.0987935,0.1832,119.69581,27.087656,0.405025
896,0.0226998,0.0931521,137.26096,37.491703,0.574611
897,0.0918812,0.142876,141.00151,39.51186,0.860183
898,0.0904927,0.0839325,159.12753,45.982849,0.522058
899,0.0851595,0.0751329,185.92378,49.153053,0.757812
900,0.0622177,0.071935,203.94537,47.41787,0.443505
901,0.0896001,0.0644257,221.54311,42.77393,0.769914
902,0.0890639,0.0753349,230.35257,38.791656,0.538466
903,0.0566434,0.112974,132.11014,35.172211,0.543863
904,0.0410117,0.0479111,144.25533,41.372955,0.473641
905,0.0753899,0.122832,149.90247,43.696632,0.466846
906,0.0750531,0.0511624,174.16676,48.960678,0.427279
907,0.0656869,0.156966,174.85779,48.95533,0.767378
908,0.0860163,0.0565955,192.38576,49.196983,0.57954
909,0.0617338,0.0659169,212.5863,45.973202,0.586814
910,0.0949477,0.044992,218.17996,44.454941,0.793532
911,0.0935565,0.13121,225.2744,41.680958,0.50333
912,0.0601607,0.12253,129.73239,34.111763,0.54402
913,0.0887546,0.0912695,137.36287,38.688129,0.841366
914,0.07436,0.0647043,148.31903,43.596249,0.571608
915,0.038832,1.57E-04,191.64169,49.720844,0.531413
916,0.0401515,0.0273924,192.97096,49.537987,0.510931
917,0.0342221,0.0452186,196.42311,49.421577,0.573628
918,0.0277889,3.28E-04,204.57404,48.278072,0.830174
919,0.0993366,0.415147,212.66551,46.511917,0.586247
920,0.0961342,0.114092,136.5491,38.781055,0.490626
921,0.0726744,0.206601,140.20337,40.664223,0.599497
922,0.0698483,0.196585,146.7861,43.420357,0.408372
923,0.0992201,0.043068,170.79153,49.376431,0.482468
924,0.0460016,0.0393039,185.70984,50.270233,0.568372
925,0.0316351,0.0302379,225.17723,42.65517,0.447187
926,0.0304198,0.00143005,154.24812,46.510136,0.547554
927,0.0589512,0.0337565,156.70097,47.085514,0.414841
928,0.0558943,0.0638034,177.48477,50.481377,0.749214
929,0.0830392,0.132432,183.38699,50.710148,0.699795
930,0.0470622,0.0559675,185.05917,50.648273,0.646916
931,0.0702304,0.0670398,214.81007,46.717506,0.432506
932,0.0799247,0.142492,219.29819,45.482773,0.723042
933,0.0837966,0.0707127,221.8493,44.528614,0.636756
934,0.0181472,0.159475,226.64008,42.640369,0.718912
935,0.0726517,0.0135914,133.87958,4.0835319,0.573951
936,0.0898691,0.114239,141.67241,4.7905593,0.900654
937,0.0519447,0.0842022,164.4713,6.3792439,0.486793
938,0.0931194,0.136031,124.27174,3.3628397,0.406651
939,0.0299046,0.0303196,124.47457,3.37657,0.655844
940,0.0857617,0.127251,125.77569,3.5700383,0.510779
941,0.0883317,0.0494901,144.02849,5.452342,0.541979
942,0.0851451,0.0351734,147.05582,5.6672902,0.667817
943,0.0887464,0.0368035,125.85357,4.0372152,0.592344
944,0.0617885,0.0448312,127.57915,4.518434,0.518307
945,0.0951016,0.0875061,132.87415,5.1358681,0.594009
946,0.0897035,0.104076,139.82617,5.7881942,0.606582
947,0.0901593,0.0769483,149.80441,6.6432161,0.483847
948,0.0834847,0.0889189,151.86017,6.9174333,0.588167
949,0.0355872,0.0394843,157.62343,7.1853333,0.654376
950,0.0444922,0.0343234,158.36885,7.1338325,0.446255
951,0.0827884,0.142453,139.87263,6.1820683,0.451683
952,0.0746398,0.0808055,141.0441,6.2718883,0.413996
953,0.0893419,0.0814139,148.33548,6.8882709,0.690947
954,0.0784588,0.153872,149.34402,7.0398922,0.622642
955,0.0216623,0.0301485,163.15582,8.0067215,0.460647
